Respondent ID,Collector ID,Start Date,End Date,What age group do you belong?,Please rate the ease of use for accessing the Video Consultation today?,Please rate your overall experience of the Video Consultation today?,Would you be happy to use the Video Consultation again?,Please provide us with any additional comments/ suggestions.,Waiting Area
13141352695,258318234,2021-10-18 16:49:02,2021-11-19 18:45:48,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Rheumatology
13141167559,258318234,2021-11-19 17:34:14,2021-11-19 17:35:16,36 - 45,Satisfied,Very Satisfied,Yes,Reminder should contain the link,RLH-AXESS
13140984749,258318234,2021-11-19 16:30:18,2021-11-19 16:30:33,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-AXESS
13140121123,258318234,2021-11-19 10:52:05,2021-11-19 10:52:48,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Dermatology
13140114751,258318234,2021-11-19 10:49:04,2021-11-19 10:49:41,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13140036136,258318234,2021-11-19 09:26:52,2021-11-19 10:09:30,65+,Very Satisfied,Very Satisfied,Yes,Good to talk and see the doctor ,AUH-Thoracic
13140013301,258318234,2021-11-19 09:57:00,2021-11-19 09:57:36,46 - 65,Satisfied,Very Satisfied,Yes,,AUH-Thoracic
13140000288,258318234,2021-11-19 09:42:17,2021-11-19 09:50:53,16 - 25,Dissatisfied,Dissatisfied,No,Mic wouldn't connect.,RLH-Dermatology
13137646135,258318234,2021-11-18 15:35:27,2021-11-18 15:35:46,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13137625995,258318234,2021-11-18 15:26:29,2021-11-18 15:29:17,65+,Very Satisfied,Very Satisfied,Yes,Would be helpful if you could inform me if running late. ,RLH-Endocrinology
13137606592,258318234,2021-11-18 15:22:40,2021-11-18 15:22:59,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13137594585,258318234,2021-11-18 15:14:35,2021-11-18 15:19:07,36 - 45,Satisfied,Satisfied,Yes,"This is my first time using video call , and actually it was good experience.  thank you.",RLH-Endocrinology
13137591546,258318234,2021-11-18 15:17:37,2021-11-18 15:18:13,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13137578026,258318234,2021-11-18 15:13:38,2021-11-18 15:13:51,16 - 25,Satisfied,Satisfied,Yes,,AUH-MaxilloFacialUnit
13137575432,258318234,2021-11-18 15:11:03,2021-11-18 15:13:00,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13137497073,258318234,2021-11-18 14:46:30,2021-11-18 14:47:10,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13137412079,258318234,2021-11-18 14:18:42,2021-11-18 14:19:15,46 - 65,Very Satisfied,Satisfied,Yes,,RLH-Diabetes
13137349955,258318234,2021-11-18 13:58:31,2021-11-18 13:58:45,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13137344090,258318234,2021-11-18 13:55:14,2021-11-18 13:56:40,46 - 65,Satisfied,Satisfied,Yes,,RLH-Endocrinology
13137334943,258318234,2021-11-18 13:52:44,2021-11-18 13:53:21,65+,Satisfied,Satisfied,Yes,,RLH-Diabetes
13137321608,258318234,2021-11-18 13:48:00,2021-11-18 13:48:15,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13137272107,258318234,2021-11-18 13:29:07,2021-11-18 13:29:22,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13137030907,258318234,2021-11-18 11:39:11,2021-11-18 11:41:05,46 - 65,Very Satisfied,Very Satisfied,Yes,"All good, cannot think of anything to improve. Efficient use of resources. ",RLH-Diabetes
13136869188,258318234,2021-11-18 10:16:21,2021-11-18 10:16:47,65+,Satisfied,Very Satisfied,Yes,,AUH-Ophthalmology
13136817394,258318234,2021-11-18 09:48:44,2021-11-18 09:49:13,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13136802839,258318234,2021-11-18 09:40:34,2021-11-18 09:40:47,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13136799236,258318234,2021-11-18 09:38:12,2021-11-18 09:38:44,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-Thoracic
13136771308,258318234,2021-11-18 09:22:26,2021-11-18 09:22:56,36 - 45,Very Satisfied,Satisfied,Yes,,RLH-Diabetes
13136700669,258318234,2021-11-18 08:36:31,2021-11-18 08:40:44,46 - 65,Very Satisfied,Satisfied,Yes,"Nice to be able to have consultation in this way, look forward to getting back to face to face",RLH-Diabetes
13135118873,258318234,2021-11-17 19:46:49,2021-11-17 19:47:00,26 - 35,Very Satisfied,Very Satisfied,No,,AUH-SWMS
13134532889,258318234,2021-11-17 16:37:59,2021-11-17 16:38:43,65+,Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13134420932,258318234,2021-11-17 16:02:56,2021-11-17 16:05:47,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13134416889,258318234,2021-11-17 15:14:55,2021-11-17 16:04:38,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-Physiotherapy
13134415529,258318234,2021-11-17 15:53:01,2021-11-17 16:04:15,26 - 35,Very Satisfied,Very Satisfied,Yes,Easy to access and no issues. Always a pleasure to speak to the doctor. ,RLH-ChemicalPathology
13134357856,258318234,2021-11-17 15:46:39,2021-11-17 15:46:56,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13134297276,258318234,2021-11-17 15:25:01,2021-11-17 15:27:34,36 - 45,Satisfied,Neither Satisfied nor Dissatisfied,No,"signal kept cutting out, I would prefer to go back to face to face ",RLH-Endocrinology
13134276327,258318234,2021-11-17 15:20:46,2021-11-17 15:21:04,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
13134234982,258318234,2021-11-17 15:04:16,2021-11-17 15:08:33,65+,Very Satisfied,Very Satisfied,Yes,The consultation was very reassuring Mr Howes is good at explaining what happened to me and he appeared to think I am making good progress.  My thanks to everyone who helped me.  ,RLH-UpperGI
13134208349,258318234,2021-11-17 15:00:03,2021-11-17 15:00:33,16 - 25,Satisfied,Satisfied,Yes,Poor video quality,RLH-Gastroenterology
13134095547,258318234,2021-11-17 14:16:00,2021-11-17 14:25:25,36 - 45,Satisfied,Satisfied,Yes,Call timed out and was unsure what to do but Dr Thota called back. ,RLH-Endocrinology
13134042644,258318234,2021-11-17 14:07:47,2021-11-17 14:08:38,16 - 25,Satisfied,Satisfied,Yes,,AUH-General-Pathology
13133990330,258318234,2021-11-17 13:50:55,2021-11-17 13:51:13,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
13133985179,258318234,2021-11-17 13:45:54,2021-11-17 13:49:25,65+,Satisfied,Satisfied,Yes,,RLH-UpperGI
13133983251,258318234,2021-11-17 13:47:04,2021-11-17 13:49:29,65+,Very Satisfied,Very Satisfied,Yes,,RLH-UpperGI
13133950141,258318234,2021-11-17 13:36:26,2021-11-17 13:37:05,46 - 65,Satisfied,Satisfied,Yes,,AUH-General-Pathology
13133941009,258318234,2021-11-17 13:33:36,2021-11-17 13:33:50,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Dermatology
13133878000,258318234,2021-11-17 13:10:48,2021-11-17 13:11:02,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-General-Pathology
13133852926,258318234,2021-11-17 13:01:06,2021-11-17 13:01:58,16 - 25,Very Satisfied,Satisfied,Yes,"No diagnostic as to why a connection is lost. Would be helpful if it said ""poor connection"" or something so it could be understood/prevented.",RLH-AXESS
13133792320,258318234,2021-11-17 12:37:49,2021-11-17 12:38:02,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
13133633333,258318234,2021-11-17 11:11:52,2021-11-17 11:28:18,36 - 45,Satisfied,Satisfied,Yes,Was bit hard to hear them so may be improve with Mike or head set ,RLH-Diabetes
13133633022,258318234,2021-11-17 11:27:53,2021-11-17 11:28:09,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
13133605034,258318234,2021-11-17 11:13:20,2021-11-17 11:14:48,36 - 45,Very Dissatisfied,Very Dissatisfied,No,Nobody answered  and I dont even know what this was for  ,AUH-General-Pathology
13133601672,258318234,2021-11-17 11:12:40,2021-11-17 11:13:12,36 - 45,Very Dissatisfied,Very Dissatisfied,No,Nobody answered  and I dont even know what this was for  ,AUH-General-Pathology
13133579623,258318234,2021-11-17 10:57:36,2021-11-17 11:02:21,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13133462557,258318234,2021-11-17 10:02:28,2021-11-17 10:02:53,46 - 65,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
13130185420,258318234,2021-11-16 10:38:19,2021-11-16 11:05:26,46 - 65,Very Satisfied,Very Satisfied,Yes,I was seen earlier than my appointment time usually you have to wait at the hospital. Saved me travelling which is good when I am off work. Felt I had time to talk and didnt feel rushed like you can do when seeing the consultant face to face.,RLH-ChemicalPathology
13130181797,258318234,2021-11-16 11:00:54,2021-11-16 11:03:41,46 - 65,Satisfied,Neither Satisfied nor Dissatisfied,Yes,"Call was a bit laggy at times, so we were speaking over each other occasionally, but otherwise OK",BGH-CFSandMETherapyService
13130132110,258318234,2021-11-16 10:38:21,2021-11-16 10:38:54,46 - 65,Satisfied,Very Dissatisfied,Yes,,RLH-ChemicalPathology
13130122688,258318234,2021-11-16 10:32:53,2021-11-16 10:34:14,46 - 65,Very Satisfied,Very Satisfied,Yes,Very good service. Thank you. ,RLH-ChemicalPathology
13130044647,258318234,2021-11-16 09:53:04,2021-11-16 09:54:30,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
13128427805,258318234,2021-11-15 15:32:52,2021-11-15 19:45:05,65+,Very Satisfied,Very Satisfied,Yes,,AUH-PalliativeCare
13127825812,258318234,2021-11-15 16:14:27,2021-11-15 16:15:36,46 - 65,Satisfied,Neither Satisfied nor Dissatisfied,Yes,I was on the call for 45 mins with no update as to what was happening so gave up.  Sorry ?? ,RLH-Diabetes
13127807200,258318234,2021-11-15 16:09:02,2021-11-15 16:09:53,16 - 25,Satisfied,Satisfied,Yes,,RLH-Diabetes
13127775762,258318234,2021-11-15 15:59:53,2021-11-15 16:00:07,16 - 25,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,Yes,,RLH-AXESS
13127712653,258318234,2021-11-15 15:38:54,2021-11-15 15:39:14,16 - 25,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,Yes,,RLH-AXESS
13127627398,258318234,2021-11-15 15:07:42,2021-11-15 15:10:28,36 - 45,Neither Satisfied nor Dissatisfied,Dissatisfied,No,"Long wait time waiting for the doctor and timed it around work, quality of the call was not the best either struggled to hear the doctor ",RLH-Diabetes
13127510453,258318234,2021-11-15 14:31:00,2021-11-15 14:31:14,36 - 45,Satisfied,Satisfied,Yes,,RLH-Diabetes
13127397023,258318234,2021-11-15 13:49:37,2021-11-15 13:51:08,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13127374332,258318234,2021-11-15 12:22:09,2021-11-15 13:42:07,46 - 65,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
13127190747,258318234,2021-11-15 12:04:10,2021-11-15 12:19:50,65+,Dissatisfied,Dissatisfied,No,Could not access microphone.  Dr had to phone.  Very pleased with the call.   ,RLH-ChemicalPathology
13127123200,258318234,2021-11-15 11:04:46,2021-11-15 11:45:10,46 - 65,Very Dissatisfied,Very Dissatisfied,No,"Having previously done video consultations. Today's appointment was scheduled for 10am. I logged in at 9:50. I waited over 90 minuets for my video call to be answered but this was not the case as this never happened no-one attended/answered the video call appointment. I rang the Liverpool Royal over 30 times to report it but the phone was engaged. I managed to speak to someone on 01517065555 who informed me he could not help. I have rang the diabetes nurses on 01517062829 and left a few voice messages, to report the issue.",RLH-Diabetes
13127110007,258318234,2021-11-15 11:37:47,2021-11-15 11:38:09,65+,Satisfied,Satisfied,Yes,,RLH-ChemicalPathology
13127074556,258318234,2021-11-15 11:18:12,2021-11-15 11:18:54,26 - 35,Very Satisfied,Very Satisfied,Yes,Really helpful consultant and easy to use,RLH-Diabetes
13127056086,258318234,2021-11-15 11:06:45,2021-11-15 11:08:56,46 - 65,Neither Satisfied nor Dissatisfied,Dissatisfied,No,My appointment was for10. 20 today   I was still waiting at 11 07   Sorry I couldn’t wait any longer as I was in work ,RLH-ChemicalPathology
13126924455,258318234,2021-11-15 09:53:32,2021-11-15 09:56:32,65+,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
13121597004,258318234,2021-11-12 11:39:58,2021-11-12 11:40:17,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-AXESS
13121548387,258318234,2021-11-12 11:16:02,2021-11-12 11:16:57,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13121375812,258318234,2021-11-12 09:53:12,2021-11-12 09:53:31,46 - 65,Satisfied,Satisfied,Yes,,RLH-Endocrinology
13121332659,258318234,2021-11-12 09:33:13,2021-11-12 09:33:33,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Dermatology
13121330257,258318234,2021-11-12 09:32:08,2021-11-12 09:32:22,16 - 25,Very Satisfied,Satisfied,Yes,,RLH-Endocrinology
13121284988,258318234,2021-11-12 09:04:29,2021-11-12 09:05:10,16 - 25,Very Satisfied,Very Satisfied,Yes,,AUH-Thoracic
13119385530,258318234,2021-11-11 16:15:16,2021-11-11 16:52:48,46 - 65,Very Satisfied,Satisfied,Yes,,RLH-Endocrinology
13119251244,258318234,2021-11-11 16:01:30,2021-11-11 16:05:43,46 - 65,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,Yes,Tryed to show the doc in side my mouth with the phone cam it was very awkward ,RLH-Dental
13119235203,258318234,2021-11-11 15:59:57,2021-11-11 16:00:22,65+,Very Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
13119222470,258318234,2021-11-11 15:55:25,2021-11-11 15:55:44,36 - 45,Satisfied,Satisfied,Yes,,RLH-Endocrinology
13119150526,258318234,2021-11-11 15:26:41,2021-11-11 15:30:19,65+,Very Satisfied,Very Satisfied,Yes,,AUH-Gastroenterology
13119091192,258318234,2021-11-11 15:09:12,2021-11-11 15:09:33,36 - 45,Satisfied,Satisfied,Yes,,RLH-Endocrinology
13119009521,258318234,2021-11-11 14:38:40,2021-11-11 14:40:13,16 - 25,Very Satisfied,Very Satisfied,Yes,Daughter has Special Needs so it is more convenient for her to speak from our Home.,RLH-Endocrinology
13119009080,258318234,2021-11-11 14:38:20,2021-11-11 14:40:03,65+,Very Dissatisfied,Very Dissatisfied,No,"12 noon appointment - on line until 2.45pm and no contact, a waste of my time.",RLH-ChemicalPathology
13118947501,258318234,2021-11-11 14:16:43,2021-11-11 14:17:42,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13118773332,258318234,2021-11-11 13:06:14,2021-11-11 13:10:22,26 - 35,Very Satisfied,Very Satisfied,Yes,"Great that we can see the Consultant and all aspects covered, just like in Clinic. Video consultations very much appreciated during this pandemic.  Thank you.",RLH-Diabetes
13118716715,258318234,2021-11-11 12:44:16,2021-11-11 12:46:31,46 - 65,Very Satisfied,Very Satisfied,Yes,Really happy with this type of consultation. It saves a lengthy car journey which would be difficult for me due to my health. Thanks!,BGH-CFSandMETherapyService
13118530022,258318234,2021-11-11 11:18:40,2021-11-11 11:18:58,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-AXESS
13118528566,258318234,2021-11-11 11:17:53,2021-11-11 11:18:09,46 - 65,Very Dissatisfied,Very Dissatisfied,Yes,,AUH-MaxilloFacialUnit
13118492284,258318234,2021-11-11 10:57:04,2021-11-11 10:58:24,16 - 25,Satisfied,Satisfied,Yes,Wait time should be announced in advance so that work can be informed,RLH-Endocrinology
13115855426,258318234,2021-11-10 15:50:02,2021-11-10 15:50:42,46 - 65,Satisfied,Satisfied,Yes,,RLH-ChemicalPathology
13115585669,258318234,2021-11-10 14:27:55,2021-11-10 14:29:12,26 - 35,Very Satisfied,Very Satisfied,Yes,Very useful,AUH-Rheumatology
13115504974,258318234,2021-11-10 14:03:28,2021-11-10 14:03:53,65+,Very Satisfied,Very Satisfied,Yes,,AUH-Physiotherapy
13115472729,258318234,2021-11-10 13:53:13,2021-11-10 13:53:25,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Gastroenterology
13115414749,258318234,2021-11-10 13:33:02,2021-11-10 13:33:25,16 - 25,Satisfied,Satisfied,No,,RLH-Gastroenterology
13115054491,258318234,2021-11-10 11:00:27,2021-11-10 11:00:59,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
13115033583,258318234,2021-11-10 10:50:13,2021-11-10 10:50:26,26 - 35,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
13115026657,258318234,2021-11-10 10:44:11,2021-11-10 10:46:30,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Cardiology
13111740816,258318234,2021-11-09 11:32:23,2021-11-09 11:47:28,65+,Very Dissatisfied,Very Dissatisfied,No,After following onscreen instructions STILL unable to see or hear Consultant . Ended up telephone conversation . COVID has become an excuse for non face to face consults. ,AUH-Thoracic
13111661398,258318234,2021-11-09 09:32:31,2021-11-09 11:06:11,16 - 25,Very Satisfied,Very Satisfied,Yes,Mr marsh was great. Video call was on time and met all my expectations Thankyou again,AUH-Ophthalmology
13111660712,258318234,2021-11-09 11:05:46,2021-11-09 11:06:01,16 - 25,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,Yes,,RLH-AXESS
13111537258,258318234,2021-11-09 09:41:04,2021-11-09 09:56:09,26 - 35,Very Satisfied,Very Satisfied,Yes,,RLH-Clinical-Haematology
13111490586,258318234,2021-11-09 09:28:27,2021-11-09 09:28:41,16 - 25,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,Yes,,RLH-AXESS
13111487358,258318234,2021-11-09 09:26:20,2021-11-09 09:26:41,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
13111474595,258318234,2021-11-09 09:19:15,2021-11-09 09:19:26,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
13111469864,258318234,2021-11-09 09:16:17,2021-11-09 09:16:42,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
13109483706,258318234,2021-11-08 17:30:47,2021-11-08 17:31:07,36 - 45,Satisfied,Satisfied,Yes,,RLH-Endocrinology
13109389062,258318234,2021-11-08 17:02:12,2021-11-08 17:02:38,16 - 25,Neither Satisfied nor Dissatisfied,Neither Satisfied nor Dissatisfied,Yes,,RLH-AXESS
13109220024,258318234,2021-11-08 16:09:25,2021-11-08 16:09:42,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Rheumatology
13109158997,258318234,2021-11-08 15:48:56,2021-11-08 15:49:32,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13109158015,258318234,2021-11-08 15:48:27,2021-11-08 15:49:12,65+,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13109141290,258318234,2021-11-08 15:37:47,2021-11-08 15:43:50,65+,Very Dissatisfied,Very Dissatisfied,No,cut off in the middle of my consultation ,RLH-Diabetes
13109091273,258318234,2021-11-08 15:25:00,2021-11-08 15:27:24,65+,Very Satisfied,Very Satisfied,Yes,,BGH-Speech-and-Language-Therapy
13109032503,258318234,2021-11-08 15:08:10,2021-11-08 15:08:33,65+,Very Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
13108950268,258318234,2021-11-08 14:39:53,2021-11-08 14:42:13,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ENT
13108601900,258318234,2021-11-08 12:32:04,2021-11-08 12:32:58,46 - 65,Very Satisfied,Very Satisfied,Yes,"It's very good service, Care is good, level expertise very good. Thank you ",RLH-ENT
13108524377,258318234,2021-11-08 11:50:22,2021-11-08 11:54:27,26 - 35,Very Satisfied,Very Satisfied,Yes,,BGH-Speech-and-Language-Therapy
13108521950,258318234,2021-11-08 11:52:34,2021-11-08 11:53:08,65+,Very Dissatisfied,Very Dissatisfied,Yes,,RLH-ChemicalPathology
13108452945,258318234,2021-11-08 11:13:39,2021-11-08 11:14:27,46 - 65,Satisfied,Very Satisfied,Yes,,RLH-ChemicalPathology
13108439534,258318234,2021-11-08 11:06:04,2021-11-08 11:06:33,46 - 65,Very Satisfied,Very Satisfied,Yes,,BGH-Speech-and-Language-Therapy
13108381275,258318234,2021-11-08 10:32:16,2021-11-08 10:32:40,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-ClinicalPsychology
13108376559,258318234,2021-11-08 10:28:20,2021-11-08 10:30:00,46 - 65,Very Dissatisfied,Very Dissatisfied,Yes,,RLH-ChemicalPathology
13108343798,258318234,2021-11-08 10:09:57,2021-11-08 10:10:41,65+,Satisfied,Satisfied,Yes,,AUH-Thoracic
13108276203,258318234,2021-11-08 09:30:02,2021-11-08 09:30:40,46 - 65,Very Satisfied,Very Satisfied,Yes,,AUH-Thoracic
13103526741,258318234,2021-11-05 14:42:03,2021-11-05 14:45:53,65+,Very Dissatisfied,Very Dissatisfied,No,Found it difficult to access and also hear what the consultant was saying: had to resort to using the telephone. ,RLH-ChemicalPathology
13103139599,258318234,2021-11-05 12:21:27,2021-11-05 12:21:50,16 - 25,Satisfied,Satisfied,Yes,,BGH-CFSandMETherapyService
13103092161,258318234,2021-11-05 11:55:43,2021-11-05 12:01:33,36 - 45,Satisfied,Satisfied,Yes,Could not hear on the video so used video and phone call,RLH-Endocrinology
13103064111,258318234,2021-11-05 11:48:11,2021-11-05 11:48:39,36 - 45,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
13103055941,258318234,2021-11-05 11:38:17,2021-11-05 11:44:47,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-ClinicalPsychology
13102965926,258318234,2021-11-05 10:59:20,2021-11-05 10:59:40,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Dermatology
13102897747,258318234,2021-11-05 10:21:12,2021-11-05 10:21:38,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13102882996,258318234,2021-11-05 10:12:22,2021-11-05 10:13:12,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Dermatology
13102874143,258318234,2021-11-05 10:07:59,2021-11-05 10:08:21,36 - 45,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
13102829234,258318234,2021-11-05 09:41:23,2021-11-05 09:42:14,65+,Satisfied,Very Satisfied,Yes,,AUH-Thoracic
13102804147,258318234,2021-11-05 09:26:50,2021-11-05 09:27:13,36 - 45,Very Satisfied,Very Satisfied,Yes,I’m deaf very useful type ,RLH-Endocrinology
13100597996,258318234,2021-11-04 16:12:20,2021-11-04 16:12:30,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-AXESS
13100584900,258318234,2021-11-04 16:04:30,2021-11-04 16:08:47,46 - 65,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13100573211,258318234,2021-11-04 09:56:19,2021-11-04 16:05:31,65+,Satisfied,Neither Satisfied nor Dissatisfied,Yes,Could not get my screen to show in the video meeting,RLH-Diabetes
13100529657,258318234,2021-11-04 15:50:40,2021-11-04 15:53:15,65+,Very Dissatisfied,Very Dissatisfied,No,"Did not have consultation. 43 minutes waiting time with continual disappearance of call, and having to retrieve the call screen at least 6 times. Very poor, a waste of time and no consultation. ",Community-Services
13100480605,258318234,2021-11-04 15:35:23,2021-11-04 15:39:01,46 - 65,Satisfied,Very Satisfied,Yes,The sound quality was a little hard to hear at times,AUH-Gastroenterology
13100351035,258318234,2021-11-04 11:17:56,2021-11-04 15:03:38,26 - 35,Very Satisfied,Very Satisfied,Yes,,BGH-CFSandMETherapyService
13100273744,258318234,2021-11-04 14:41:08,2021-11-04 14:41:38,26 - 35,Very Satisfied,Very Satisfied,Yes,Screen share,RLH-Diabetes
13100237582,258318234,2021-11-04 14:30:47,2021-11-04 14:31:28,36 - 45,Very Satisfied,Very Satisfied,Yes,"Very easy to use, saves an unnecessary journey to the hospital",RLH-Endocrinology
13100232707,258318234,2021-11-04 14:28:36,2021-11-04 14:30:05,65+,Satisfied,Satisfied,Yes,not as easy as face to face as hard of hearing and the sound breaking up ,RLH-Endocrinology
13100139621,258318234,2021-11-04 14:01:31,2021-11-04 14:04:09,36 - 45,Satisfied,Very Satisfied,Yes,"The waiting room message was stuck in a partial loop which was a little irritating while waiting, but rest of the service was excellent.  Normally I would spend 2 hours getting in and out of Liverpool for this, where as I was able to just login and have a straight forward conversation.  Excellent service.",RLH-Endocrinology
13099895069,258318234,2021-11-04 12:47:24,2021-11-04 12:49:39,65+,Very Satisfied,Very Satisfied,Yes,Please send email for next link as easier than using phone. ,RLH-Diabetes
13099839642,258318234,2021-11-04 12:26:41,2021-11-04 12:27:39,65+,Very Satisfied,Very Satisfied,Yes,,AUH-ClinicalHealthPsychology
13099763879,258318234,2021-11-04 11:54:35,2021-11-04 11:57:18,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13099762640,258318234,2021-11-04 11:56:07,2021-11-04 11:56:45,16 - 25,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13099722233,258318234,2021-11-04 11:38:05,2021-11-04 11:38:21,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13099664976,258318234,2021-11-04 11:07:47,2021-11-04 11:09:10,36 - 45,Very Satisfied,Very Satisfied,Yes,,RLH-Endocrinology
13099661110,258318234,2021-11-04 11:06:17,2021-11-04 11:07:06,36 - 45,Satisfied,Satisfied,Yes,,BGH-CFSandMETherapyService
13099602061,258318234,2021-11-04 10:31:19,2021-11-04 10:34:40,46 - 65,Very Dissatisfied,Very Dissatisfied,Yes,"Eventually managed to log on at 9.25am waited  until 10.30 and couldn't reply on the chat function, not available.",AUH-Thoracic
13099601771,258318234,2021-11-04 10:30:36,2021-11-04 10:34:31,46 - 65,Very Satisfied,Very Satisfied,Yes,"a brilliant service ,most reassuring ,connection was excellent,consultant very professional and explained to me my diagnosis and ongoing care compassionately to me thank you.",RLH-Endocrinology
13099577489,258318234,2021-11-04 09:55:38,2021-11-04 10:21:16,26 - 35,Very Satisfied,Very Dissatisfied,No,Clinician did not attend call,RLH-Endocrinology
13099547127,258318234,2021-11-04 10:01:26,2021-11-04 10:05:43,16 - 25,Satisfied,Very Satisfied,Yes,,RLH-Diabetes
13099521172,258318234,2021-11-04 09:43:57,2021-11-04 09:51:03,65+,Very Satisfied,Very Satisfied,Yes,,AUH-Thoracic
13098185424,258318234,2021-11-03 20:31:26,2021-11-03 20:32:24,36 - 45,Very Satisfied,Satisfied,Yes,Would still prefer an in person consultation.,RLH-Endocrinology
13097818034,258318234,2021-11-03 18:27:09,2021-11-03 18:27:30,16 - 25,Satisfied,Satisfied,Yes,Connection sometimes poor but generally good,RLH-Diabetes
13097758416,258318234,2021-11-03 18:06:58,2021-11-03 18:08:25,26 - 35,Satisfied,Very Dissatisfied,No,"Waited nearly 2 hours and was still not seen. Had no live chat option to get in touch with anyone in the department. Had to end the call before the 2 hour mark as had somewhere to be - if this would have been face to face, someone may have remembered I was still there to be seen!",RLH-ChemicalPathology
13097422817,258318234,2021-11-03 16:23:28,2021-11-03 16:23:50,36 - 45,Very Satisfied,Satisfied,Yes,,RLH-Endocrinology
